error paint_template_error | 27.10.2015 02:43:16  |  User:   | services | response 200
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:13  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:56:19  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:54  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:29:56  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:30:04  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:30:04  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:30:04  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:30:04  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 06:30:14  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
